AccountID,OriginalAccount
26564,C1722385136
26565,C1151180000
26566,C78752534
26567,C458751830
26568,C1101078154
26569,C1823515149
26570,C1495169177
26571,C988879257
26572,C1054967178
26573,C306409822
26574,C1668942817
26575,C1154145821
26576,C34981441
26577,C1895383113
26578,C1168292581
26579,C310530428
26580,C700195665
26581,C1683047452
26582,C1579412433
26583,C974314654
26584,C863598283
26585,C435619738
26586,C1308423175
26587,C292497907
26588,C1689821867
26589,C1341459624
26590,C631404269
26591,C1930689858
26592,C1101088871
26593,C26935603
26594,C459088612
26595,C1874723026
26596,C755157247
26597,C2116236309
26598,C1301829143
26599,C2118454770
26600,C189421744
26601,C1626292867
26602,C1097673034
26603,C915778486
26604,C1734407909
26605,C312023160
26606,C913394422
26607,C1061845663
26608,C1436623809
26609,C1465064884
26610,C626097010
26611,C59268386
26612,C2065051909
26613,C638303213
26614,C341687794
26615,C335980973
26616,C1732635809
26617,C2051603186
26618,C234248121
26619,C1221577037
26620,C1058898018
26621,C1605680811
26622,C805754264
26623,C1691064702
26624,C537546191
26625,C1169051267
26626,C659835389
26627,C571595314
26628,C1080380684
26629,C824923510
26630,C1524359815
26631,C483058632
26632,C543788826
26633,C710421182
26634,C1029117891
26635,C1334272942
26636,C2094134026
26637,C589030311
26638,C1831248257
26639,C1907799526
26640,C180410694
26641,C422289454
26642,C1313047337
26643,C1290404933
26644,C1166828954
26645,C1555188959
26646,C1770314176
26647,C1850654529
26648,C1335368615
26649,C1258400252
26650,C592906556
26651,C698144464
26652,C375327819
26653,C1857877296
26654,C1597956603
26655,C187393010
26656,C130130236
26657,C1576910921
26658,C1729784488
26659,C1491776035
26660,C793399694
26661,C2007650035
26662,C1865643846
26663,C1398351558
26664,C397449965
26665,C942941078
26666,C1867643921
26667,C2129082875
26668,C1945030640
26669,C385414857
26670,C2107986164
26671,C1993703687
26672,C1443029832
26673,C1884875887
26674,C184854600
26675,C281388900
26676,C1278230503
26677,C1425020759
26678,C1793620783
26679,C1101719863
26680,C813658092
26681,C800443998
26682,C335181294
26683,C2072244724
26684,C912858729
26685,C1635165445
26686,C1670842350
26687,C2016284989
26688,C1983035287
26689,C1995943535
26690,C2084267994
26691,C1089637618
26692,C160943960
26693,C1701299326
26694,C1949281874
26695,C1562615654
26696,C1958432098
26697,C357961712
26698,C828097812
26699,C564652319
26700,C2117016143
26701,C1867923882
26702,C1727655757
26703,C17762849
26704,C359521803
26705,C1290715004
26706,C1076886493
26707,C2035454454
26708,C396260552
26709,C35672810
26710,C1548645760
26711,C934651843
26712,C252710552
26713,C853307904
26714,C1590190593
26715,C1018949594
26716,C1462093382
26717,C398527474
26718,C1642181877
26719,C598397682
26720,C625831371
26721,C957047919
26722,C393802389
26723,C1144727033
26724,C1816408496
26725,C1903294122
26726,C1935407675
26727,C899936607
26728,C48895379
26729,C755487280
26730,C1941471130
26731,C1880464997
26732,C1575590673
26733,C1332680557
26734,C1795295
26735,C1545118254
26736,C176082437
26737,C364032381
26738,C598982916
26739,C1180217562
26740,C1589384966
26741,C167345407
26742,C940858242
26743,C980383302
26744,C1224720452
26745,C1786335987
26746,C1087999052
26747,C754434680
26748,C1113750397
26749,C1178132210
26750,C1965505020
26751,C1258555777
26752,C1031282195
26753,C1479988942
26754,C1450604511
26755,C862942049
26756,C939270840
26757,C1910689582
26758,C1914666074
26759,C903171442
26760,C1441222315
26761,C169837632
26762,C1012951615
26763,C9890489
26764,C1763641279
26765,C1996205571
26766,C2122374636
26767,C1573225589
26768,C20969157
26769,C205218071
26770,C615116801
26771,C1489085767
26772,C200794131
26773,C1877070416
26774,C266617427
26775,C1954017906
26776,C1720862422
26777,C1920091090
26778,C719938726
26779,C1888026473
26780,C607212901
26781,C484218660
26782,C1934683757
26783,C1484052601
26784,C1737505947
26785,C1859100287
26786,C237259920
26787,C533373215
26788,C1026152019
26789,C662212944
26790,C278929308
26791,C1701491203
26792,C1310542648
26793,C2146198832
26794,C224362809
26795,C1486502051
26796,C375302747
26797,C1209288603
26798,C124311850
26799,C258630027
26800,C913479711
26801,C2133430201
26802,C637697863
26803,C1424897579
26804,C674914326
26805,C486036187
26806,C379060619
26807,C1538750755
26808,C1521545115
26809,C834409568
26810,C2089481215
26811,C1096015130
26812,C617793143
26813,C1841004908
26814,C723178458
26815,C1441875912
26816,C41655958
26817,C556050802
26818,C1438133574
26819,C970003589
26820,C1396042536
26821,C102942187
26822,C551989604
26823,C479675874
26824,C558829023
26825,C1613193813
26826,C258000784
26827,C2058400250
26828,C1631856205
26829,C1045646190
26830,C609888870
26831,C164630078
26832,C1051777851
26833,C480544522
26834,C823677141
26835,C1528807822
26836,C194505863
26837,C2051069802
26838,C2094499307
26839,C1730874759
26840,C712946497
26841,C761536403
26842,C114379775
26843,C1877809597
26844,C1933277016
26845,C831528850
26846,C246318798
26847,C1877281334
26848,C409688739
26849,C1440403419
26850,C60123173
26851,C306100180
26852,C1983298560
26853,C1126605750
26854,C253026513
26855,C1584770434
26856,C1315979110
26857,C132013769
26858,C1518176977
26859,C847325026
26860,C1857745581
26861,C933664972
26862,C1738907154
26863,C1638794803
26864,C1604206621
26865,C394587825
26866,C1736561863
26867,C113367060
26868,C2005633418
26869,C364566417
26870,C834754426
26871,C2138620005
26872,C992869478
26873,C1555278772
26874,C2128811017
26875,C1994597914
26876,C892352045
26877,C44612393
26878,C1585385873
26879,C116803454
26880,C755065801
26881,C271651337
26882,C799469597
26883,C1013112721
26884,C778961923
26885,C1393606067
26886,C249440346
26887,C332873037
26888,C18633393
26889,C1412673287
26890,C153551539
26891,C204117908
26892,C1771267958
26893,C1762872657
26894,C996661311
26895,C1316357862
26896,C1600153211
26897,C1615701202
26898,C1472422872
26899,C1386105643
26900,C342489433
26901,C872332566
26902,C2017640353
26903,C642120305
26904,C1274116999
26905,C665740730
26906,C635188596
26907,C1186845223
26908,C1005384563
26909,C766072141
26910,C1886799062
26911,C813444403
26912,C737794716
26913,C958236745
26914,C797463226
26915,C1155300327
26916,C2073441889
26917,C1951972031
26918,C1658989719
26919,C1605526488
26920,C560582184
26921,C1045496820
26922,C232711322
26923,C780668974
26924,C839872602
26925,C460128555
26926,C1769644643
26927,C273646339
26928,C1875182112
26929,C1412120055
26930,C1928436301
26931,C1073154804
26932,C1871397313
26933,C739377675
26934,C1484335997
26935,C490605135
26936,C370766069
26937,C268695465
26938,C92676892
26939,C151393946
26940,C838016705
26941,C679782081
26942,C952161062
26943,C1392207948
26944,C500817410
26945,C1036494383
26946,C23979476
26947,C1257045097
26948,C1166822525
26949,C1044290214
26950,C246590710
26951,C128534568
26952,C1081467948
26953,C1379733870
26954,C1235089028
26955,C1799459322
26956,C133056484
26957,C365740501
26958,C489446157
26959,C1399981970
26960,C1442183040
26961,C531970445
26962,C1605363955
26963,C1458741959
26964,C1104985375
26965,C1167384922
26966,C441150045
26967,C2062516029
26968,C338522283
26969,C796640594
26970,C687578560
26971,C1050180257
26972,C1103755709
26973,C981196142
26974,C139832708
26975,C443597226
26976,C1790045552
26977,C759648527
26978,C1172755365
26979,C1993259870
26980,C210873291
26981,C528123453
26982,C1184114154
26983,C1045546805
26984,C565770728
26985,C430675875
26986,C49158204
26987,C981970150
26988,C1292346574
26989,C1984830402
26990,C1314827011
26991,C626997403
26992,C1189022723
26993,C995943606
26994,C1100520154
26995,C497552724
26996,C1094941116
26997,C538961173
26998,C464046444
26999,C1550233655
27000,C845854518
27001,C1451119416
27002,C1851117784
27003,C2092679675
27004,C656379609
27005,C1908512575
27006,C1394535717
27007,C510900250
27008,C1579781174
27009,C1820703991
27010,C1764990494
27011,C1890310305
27012,C511180962
27013,C1875806833
27014,C535661856
27015,C657896732
27016,C50236196
27017,C299762718
27018,C1775832237
27019,C1394713825
27020,C205502871
27021,C731496464
27022,C1744848483
27023,C650728076
27024,C1112909208
27025,C16659958
27026,C215751463
27027,C1829583905
27028,C111345155
27029,C674977497
27030,C747141531
27031,C2144966695
27032,C1088798116
27033,C435947506
27034,C1802340501
27035,C1620849566
27036,C1748354226
27037,C1805523252
27038,C423887051
27039,C2064336595
27040,C1250044722
27041,C1502885889
27042,C1114750610
27043,C1342112960
27044,C484550679
27045,C1822397888
27046,C976196505
27047,C194200357
27048,C1920980201
27049,C140103374
27050,C1350133727
27051,C1864315241
27052,C1171197219
27053,C454506138
27054,C648156322
27055,C1469779951
27056,C1599351649
27057,C1642294244
27058,C923776668
27059,C1607603765
27060,C381810375
27061,C1597987016
27062,C608055130
27063,C1293209771
27064,C946848871
27065,C1654587631
27066,C2111069573
27067,C671354598
27068,C1391577909
27069,C744814342
27070,C746716404
27071,C1027348013
27072,C440686214
27073,C1600698954
27074,C1632427416
27075,C1727037750
27076,C680905658
27077,C810465280
27078,C1305542097
27079,C1954396009
27080,C282071429
27081,C507469209
27082,C2086164739
27083,C981069072
27084,C320326382
27085,C1643897278
27086,C1193114365
27087,C899120192
27088,C2079440960
27089,C1882982133
27090,C1862352467
27091,C331162083
27092,C1540163460
27093,C1056533847
27094,C1995159087
27095,C1982292170
27096,C1400328884
27097,C1118520725
27098,C11973683
27099,C1873771846
27100,C300157062
27101,C1549431472
27102,C1314247776
27103,C1844631681
27104,C50726394
27105,C996415075
27106,C1208609859
27107,C1678901850
27108,C309704889
27109,C23900278
27110,C350139727
27111,C1216532987
27112,C377268342
27113,C2114851042
27114,C1885085725
27115,C1176129821
27116,C1474760384
27117,C295691758
27118,C787229042
27119,C1585633920
27120,C1519128631
27121,C1800071100
27122,C1855175657
27123,C89329426
27124,C1429844753
27125,C1030654440
27126,C1678070643
27127,C997746413
27128,C409371215
27129,C669230607
27130,C489883234
27131,C202621514
27132,C1946324250
27133,C975474307
27134,C1665598961
27135,C1854041062
27136,C1023269906
27137,C1272921175
27138,C1176819548
27139,C1124329259
27140,C1246767964
27141,C1856752915
27142,C1491977936
27143,C146130936
27144,C410454377
27145,C813600536
27146,C808517738
27147,C1180101747
27148,C198421976
27149,C137691211
27150,C1031112763
27151,C1696000006
27152,C1600816202
27153,C1704048977
27154,C422154072
27155,C1689585176
27156,C872539515
27157,C266764016
27158,C1105240439
27159,C870040492
27160,C864181240
27161,C2033787008
27162,C347609986
27163,C1088982777
27164,C1039230515
27165,C49426759
27166,C511934779
27167,C1357956108
27168,C1203617289
27169,C171998287
27170,C136408713
27171,C442446968
27172,C201424979
27173,C618898529
27174,C103640418
27175,C1270637801
27176,C1664565128
27177,C1381221969
27178,C565313978
27179,C2102173173
27180,C227492124
27181,C478946690
27182,C1751709305
27183,C2106139523
27184,C20202913
27185,C167941563
27186,C1984131793
27187,C193705450
27188,C332511590
27189,C617000426
27190,C2072585197
27191,C100612036
27192,C956545571
27193,C1504708240
27194,C589903814
27195,C1805472818
27196,C941677911
27197,C106134220
27198,C916244832
27199,C1527337504
27200,C644866311
27201,C1929696074
27202,C1911110925
27203,C656210107
27204,C1232803556
27205,C486501165
27206,C65507725
27207,C1903305547
27208,C592915036
27209,C1816556629
27210,C484217170
27211,C2065058479
27212,C937863199
27213,C1870722757
27214,C432652488
27215,C1226682300
27216,C1777239888
27217,C952913598
27218,C93162610
27219,C532324907
27220,C1598338502
27221,C683655964
27222,C1679921451
27223,C629263358
27224,C1335244329
27225,C1212375904
27226,C1341879691
27227,C11915654
27228,C832047605
27229,C1627843769
27230,C1832680993
27231,C1649396060
27232,C2013822786
27233,C1591021374
27234,C1512771920
27235,C629507219
27236,C1688096979
27237,C1248235270
27238,C77345284
27239,C1845494503
27240,C2081348199
27241,C1274147469
27242,C913668291
27243,C219696428
27244,C1049655979
27245,C936384531
27246,C1372543936
27247,C1389273342
27248,C1245863230
27249,C1201997015
27250,C1956044669
27251,C535790405
27252,C1893799615
27253,C2101795983
27254,C1450922474
27255,C796983893
27256,C596024892
27257,C1216557745
27258,C1463499887
27259,C425636813
27260,C1740487216
27261,C19382261
27262,C1652638866
27263,C546909759
27264,C1822673814
27265,C1588395250
27266,C1837071695
27267,C1788401055
27268,C1147090507
27269,C2081967320
27270,C1800897857
27271,C86242384
27272,C2105518168
27273,C348988967
27274,C1283563080
27275,C897722980
27276,C1689302303
27277,C1765921306
27278,C938484251
27279,C206273182
27280,C1072292901
27281,C1645162203
27282,C898467540
27283,C2107780849
27284,C2026499242
27285,C1250072406
27286,C1141224120
27287,C773893095
27288,C1356943553
27289,C475420889
27290,C1361402465
27291,C246542403
27292,C821554367
27293,C1754801117
27294,C1750559095
27295,C680523217
27296,C1110227295
27297,C287006266
27298,C1607420363
27299,C1952356347
27300,C921630153
27301,C1385772309
27302,C850887302
27303,C1929063520
27304,C600568750
27305,C371078513
27306,C2142332987
27307,C434025477
27308,C1037712811
27309,C704557670
27310,C173008024
27311,C559780771
27312,C1098642640
27313,C1874266320
27314,C1324165607
27315,C2067366828
27316,C1471598502
27317,C238776192
27318,C946898712
27319,C1153592375
27320,C1867785144
27321,C305679031
27322,C1722502499
27323,C1636319238
27324,C1759519194
27325,C566456134
27326,C1328760790
27327,C1827682957
27328,C41895017
27329,C1783160263
27330,C1565040830
27331,C940359015
27332,C291351888
27333,C1429663122
27334,C1281476389
27335,C244918668
27336,C1754762245
27337,C916634641
27338,C565450147
27339,C588549750
27340,C1307457058
27341,C1867705108
27342,C1553828262
27343,C717394108
27344,C1375771055
27345,C1672799372
27346,C1599976278
27347,C1258127004
27348,C1381750845
27349,C180032044
27350,C544497153
27351,C318375903
27352,C591687913
27353,C1504507456
27354,C460269046
27355,C669412351
27356,C2003289304
27357,C698507313
27358,C323585238
27359,C1362537445
27360,C714396873
27361,C410778431
27362,C1291219765
27363,C1324886565
27364,C1773794071
27365,C825037021
27366,C29056580
27367,C1153818044
27368,C108559010
27369,C1008128874
27370,C2146178702
27371,C501094816
27372,C1001430749
27373,C2090765618
27374,C481996635
27375,C811857761
27376,C2064235718
27377,C1215156209
27378,C1261358388
27379,C655839743
27380,C81916915
27381,C1394632506
27382,C725816726
27383,C1109399192
27384,C581739722
27385,C1083379225
27386,C1730294599
27387,C52858060
27388,C1785461702
27389,C925262214
27390,C2139914843
27391,C1106552393
27392,C788342827
27393,C1295835617
27394,C430515998
27395,C1913793879
27396,C1927117520
27397,C575994227
27398,C361871286
27399,C278542697
27400,C39867443
27401,C846090918
27402,C770901503
27403,C1299739417
27404,C1592986286
27405,C1614398253
27406,C2024705321
27407,C2036388489
27408,C1072714640
27409,C1884761337
27410,C1186837687
27411,C1758932781
27412,C490105730
27413,C995088995
27414,C2033591295
27415,C1112192441
27416,C1964010200
27417,C2063591046
27418,C1960074125
27419,C1649468858
27420,C201341825
27421,C3634452
27422,C2029914755
27423,C201084126
27424,C1314157652
27425,C323474210
27426,C1904839246
27427,C347996212
27428,C906327851
27429,C1074591802
27430,C1984655121
27431,C421496595
27432,C584433710
27433,C83314778
27434,C242118831
27435,C604047586
27436,C2101071855
27437,C1678976166
27438,C1629458568
27439,C853708609
27440,C2137772891
27441,C5125553
27442,C35646484
27443,C1421459592
27444,C1409813092
27445,C1697440615
27446,C223522060
27447,C564177062
27448,C1165699236
27449,C499449658
27450,C814671474
27451,C1192091512
27452,C1371236491
27453,C1329155676
27454,C1804133094
27455,C504789645
27456,C1076258564
27457,C75962676
27458,C145886788
27459,C119530692
27460,C1237600476
27461,C362959644
27462,C1117622032
27463,C1313039629
27464,C988811171
27465,C773423122
27466,C1156982782
27467,C1222880148
27468,C245436063
27469,C1547391440
27470,C1462539115
27471,C1100294487
27472,C1670364953
27473,C148396188
27474,C20213712
27475,C2001899680
27476,C169423533
27477,C2133720795
27478,C966499557
27479,C938435087
27480,C879912238
27481,C2079444291
27482,C343030643
27483,C1691061022
27484,C710507385
27485,C851190769
27486,C1604383050
27487,C524429468
27488,C1234443172
27489,C2109345284
27490,C1651691189
27491,C712716400
27492,C779696150
27493,C1346019659
27494,C2100991021
27495,C442330951
27496,C990357235
27497,C1449955570
27498,C459922650
27499,C1993896127
27500,C442522603
27501,C808209116
27502,C842506406
27503,C60460552
27504,C1121024256
27505,C15581830
27506,C1623641828
27507,C1280269234
27508,C254949036
27509,C1564279029
27510,C1330579701
27511,C1032882219
27512,C1813113844
27513,C1776624236
27514,C1377305607
27515,C1823473594
27516,C1563060690
27517,C1539531109
27518,C358213890
27519,C2138685004
27520,C1255433267
27521,C1516801764
27522,C1379505262
27523,C1630913365
27524,C533868152
27525,C1610361913
27526,C179532885
27527,C688158971
27528,C375758097
27529,C1396851019
27530,C526691279
27531,C1350011796
27532,C781280867
27533,C1836913640
27534,C1225729997
27535,C612706609
27536,C939123814
27537,C1784365547
27538,C154177265
27539,C1550758173
27540,C1179103687
27541,C1581157772
27542,C866228607
27543,C619968868
27544,C323634854
27545,C1299184758
27546,C1645528721
27547,C724893637
27548,C183500504
27549,C392487510
27550,C475100688
27551,C256442764
27552,C2142020852
27553,C1518192689
27554,C1091376349
27555,C105717444
27556,C1728659294
27557,C1851587619
27558,C1966144928
27559,C1405862699
27560,C378252158
27561,C1834679949
27562,C2115689388
27563,C1486783882
27564,C266195701
27565,C973456714
27566,C2064495920
27567,C1599620727
27568,C655440480
27569,C886544153
27570,C1776652300
27571,C177980758
27572,C813924595
27573,C18144108
27574,C1296396298
27575,C1296069002
27576,C916623064
27577,C2081771621
27578,C1225867322
27579,C1490555812
27580,C1304623104
27581,C944479207
27582,C1443800619
27583,C1135700823
27584,C1483357324
27585,C1775401628
27586,C1209184702
27587,C1291402672
27588,C1991614220
27589,C1415929692
27590,C759407446
27591,C237231655
27592,C741704066
27593,C307441207
27594,C1613207180
27595,C1016953849
27596,C389336076
27597,C1232973202
27598,C29014699
27599,C1946890728
27600,C8295743
27601,C1159813611
27602,C1646708420
27603,C935350552
27604,C1704008333
27605,C996385584
27606,C281429659
27607,C92325603
27608,C1557544059
27609,C2012517605
27610,C859711637
27611,C1661302412
27612,C1757413876
27613,C1956373757
27614,C323536854
27615,C1400531623
27616,C725101539
27617,C156859826
27618,C290049995
27619,C539955242
27620,C2101438730
27621,C147756271
27622,C690483877
27623,C679687469
27624,C1186540356
27625,C1021162108
27626,C524082775
27627,C1832669917
27628,C1780457296
27629,C1366444081
27630,C1180849264
27631,C230604097
27632,C1002604886
27633,C483763763
27634,C1068951259
27635,C1747610157
27636,C298269079
27637,C46320363
27638,C429622309
27639,C495291559
27640,C1649540784
27641,C261718882
27642,C1334710425
27643,C1523782425
27644,C724049149
27645,C2146977445
27646,C1849014148
27647,C1320580610
27648,C1819100591
27649,C1819595655
27650,C1861927703
27651,C1741127261
27652,C884576897
27653,C1178333151
27654,C76577042
27655,C772459026
27656,C1383227972
27657,C1606428764
27658,C2014089642
27659,C1901941116
27660,C511469805
27661,C1966588371
27662,C843640568
27663,C593211205
27664,C1750859198
27665,C918606531
27666,C1933508494
27667,C1533346414
27668,C1576708947
27669,C1132847984
27670,C858316588
27671,C1664888076
27672,C1456241545
27673,C1229067195
27674,C428345561
27675,C979683223
27676,C523767223
27677,C140992654
27678,C1300586295
27679,C2029520125
27680,C838878013
27681,C867260421
27682,C1616564488
27683,C309204628
27684,C503550005
27685,C2131036861
27686,C1034873539
27687,C566111771
27688,C1792486353
27689,C338502689
27690,C1048101957
27691,C712371136
27692,C1631632105
27693,C430163101
27694,C1083523322
27695,C100789558
27696,C2057731322
27697,C1427958108
27698,C1781939438
27699,C469631397
27700,C1133301824
27701,C325993286
27702,C246745627
27703,C989025069
27704,C15584372
27705,C1255484191
27706,C138887145
27707,C1835193565
27708,C74542224
27709,C716475159
27710,C1735284842
27711,C2089670341
27712,C1785996441
27713,C1569951842
27714,C1159130013
27715,C1174158217
27716,C891067751
27717,C436080778
27718,C642670646
27719,C391472614
27720,C1282710624
27721,C531634602
27722,C240100497
27723,C2044850434
27724,C1061622744
27725,C1503133661
27726,C1013967432
27727,C1100939766
27728,C1564060839
27729,C1409363836
27730,C876806144
27731,C768098296
27732,C2060974312
27733,C1413334440
27734,C70382342
27735,C748662464
27736,C982158215
27737,C1129965353
27738,C548100127
27739,C350481367
27740,C115455430
27741,C1418049089
27742,C1048517788
27743,C901317645
27744,C1778385259
27745,C773305805
27746,C1605123524
27747,C1811228958
27748,C127204823
27749,C68688915
27750,C567325814
27751,C337173816
27752,C1187486477
27753,C991749731
27754,C1192318394
27755,C1366049072
27756,C1310511872
27757,C1067534110
27758,C2103454050
27759,C1295240889
27760,C1329563183
27761,C167114843
27762,C1416637737
27763,C1786968774
27764,C2111820681
27765,C982117377
27766,C819566909
27767,C381217348
27768,C2125459380
27769,C1417542027
27770,C1134957843
27771,C870775850
27772,C2010642
27773,C399620050
27774,C50905064
27775,C607300646
27776,C706689725
27777,C291236056
27778,C1133480482
27779,C1855739556
27780,C1116032536
27781,C850935440
27782,C2087043367
27783,C574088836
27784,C1877483554
27785,C4641783
27786,C14606373
27787,C38427211
27788,C505961990
27789,C132762490
27790,C96489795
27791,C202962752
27792,C853975641
27793,C83590967
27794,C497352561
27795,C609441096
27796,C1223011314
27797,C1633080878
27798,C288085720
27799,C362516859
27800,C922048612
27801,C843137977
27802,C1997840758
27803,C1096111656
27804,C405037378
27805,C1294294289
27806,C1028408523
27807,C476292258
27808,C834922233
27809,C1149403819
27810,C749383514
27811,C433203262
27812,C265731035
27813,C1384496722
27814,C1487516792
27815,C1887776799
27816,C337352300
27817,C1109625055
27818,C557526543
27819,C1152043261
27820,C2008250445
27821,C1043375649
27822,C1751109944
27823,C541798313
27824,C1832236095
27825,C1750055602
27826,C923899892
27827,C691579476
27828,C1764845729
27829,C25978147
27830,C408620838
27831,C433624716
27832,C346697883
27833,C1577168321
27834,C324683339
27835,C51218572
27836,C419876663
27837,C1743802486
27838,C14551982
27839,C144209362
27840,C1828057931
27841,C147879876
27842,C2057680491
27843,C1860078444
27844,C1505251339
27845,C700574175
27846,C852966270
27847,C1458423720
27848,C675152557
27849,C898770524
27850,C609458844
27851,C1689238854
27852,C680065056
27853,C346191831
27854,C225765693
27855,C175070200
27856,C1859405009
27857,C1999287224
27858,C1074108906
27859,C291145627
27860,C1797348637
27861,C710825584
27862,C298020710
27863,C1889901787
27864,C901778632
27865,C883037974
27866,C91283760
27867,C985273449
27868,C1882559815
27869,C1417752083
27870,C1484089812
27871,C735847164
27872,C514878454
27873,C2113980823
27874,C2058206659
27875,C4308374
27876,C1173923618
27877,C1659891219
27878,C895255818
27879,C594901630
27880,C2071136538
27881,C471143609
27882,C1981162570
27883,C1597116401
27884,C1901871693
27885,C613397730
27886,C334275106
27887,C222601137
27888,C106114326
27889,C221234200
27890,C660252291
27891,C1166807915
27892,C587313316
27893,C1681547886
27894,C617776852
27895,C1557502196
27896,C14103560
27897,C1455225089
27898,C1029888050
27899,C1738806018
27900,C1099458071
27901,C1943739339
27902,C1701298379
27903,C144633522
27904,C779587094
27905,C835214490
27906,C1575817529
27907,C1913112492
27908,C972262034
27909,C618856569
27910,C1534723440
27911,C2049171621
27912,C277194600
27913,C1322076233
27914,C1720276410
27915,C1916520612
27916,C1343655030
27917,C1436990836
27918,C881996938
27919,C1024972233
27920,C1555878489
27921,C873515154
27922,C1773375991
27923,C555554258
27924,C1529950185
27925,C1952627026
27926,C335598335
27927,C1581310698
27928,C2080598145
27929,C673012745
27930,C2048157656
27931,C664959431
27932,C2031834510
27933,C370397197
27934,C937753259
27935,C535816696
27936,C65614284
27937,C1815564889
27938,C2125128950
27939,C751058914
27940,C1581671762
27941,C1717451354
27942,C1068768602
27943,C1471573387
27944,C817564043
27945,C1817985247
27946,C1810877700
27947,C1656033123
27948,C810545400
27949,C713659061
27950,C1613182354
27951,C1945693660
27952,C110602172
27953,C275076245
27954,C778044667
27955,C1506165799
27956,C945151881
27957,C1867710360
27958,C1650905788
27959,C133952336
27960,C774834597
27961,C19219466
27962,C767578096
27963,C568688153
27964,C949272476
27965,C1440713109
27966,C2050485096
27967,C438096234
27968,C1538515056
27969,C342659123
27970,C637404506
27971,C1365298158
27972,C600600101
27973,C739991506
27974,C1037778698
27975,C1992498610
27976,C534412939
27977,C142262663
27978,C748083544
27979,C188191895
27980,C975543615
27981,C1160611949
27982,C1360100346
27983,C1502645165
27984,C871807783
27985,C893381507
27986,C1919055882
27987,C694134338
27988,C1383298710
27989,C259581111
27990,C229497927
27991,C659809405
27992,C182355770
27993,C978407130
27994,C1926579848
27995,C2144124307
27996,C1390638336
27997,C834001846
27998,C373361835
27999,C145256173
28000,C1580739242
28001,C823380380
28002,C1793599644
28003,C2120360362
28004,C1606820947
28005,C589231512
28006,C1463929532
28007,C1547331616
28008,C99926401
28009,C437993002
28010,C2116387127
28011,C1643116530
28012,C2129746008
28013,C142483183
28014,C869605482
28015,C1081466964
28016,C871983756
28017,C936150968
28018,C1595821200
28019,C738406395
28020,C950754605
28021,C970054679
28022,C783857799
28023,C1641255410
28024,C19163107
28025,C1052523031
28026,C566760969
28027,C1683715183
28028,C411229831
28029,C7771571
28030,C1937229264
28031,C2100127826
28032,C504705341
28033,C1413409028
28034,C1674749823
28035,C489627992
28036,C1968534784
28037,C1073115419
28038,C1762363344
28039,C1232844381
28040,C1575645073
28041,C1084695491
28042,C166918488
28043,C174300968
28044,C199682270
28045,C1819467382
28046,C2052068473
28047,C1189840838
28048,C1723055073
28049,C201407174
28050,C927892903
28051,C2092025531
28052,C479669280
28053,C159315017
28054,C797352354
28055,C758990648
28056,C635501765
28057,C1913577254
28058,C1092060923
28059,C1429238330
28060,C1065699739
28061,C155210331
28062,C1328130473
28063,C1798450635
28064,C253573153
28065,C1308744928
28066,C461583379
28067,C3180663
28068,C253590972
28069,C46529158
28070,C885072786
28071,C718364187
28072,C628576202
28073,C329923975
28074,C93930436
28075,C1938670579
28076,C1685827980
28077,C695015444
28078,C1214144014
28079,C2124177894
28080,C884679464
28081,C780281091
28082,C1619352917
28083,C428537939
28084,C1298614278
28085,C2108232507
28086,C1652520430
28087,C1004369098
28088,C1328664757
28089,C692392334
28090,C1182538159
28091,C100280556
28092,C151686518
28093,C2145398876
28094,C1685143592
28095,C2070573443
28096,C1426593351
28097,C1380630760
28098,C212202528
28099,C1333450736
28100,C803611505
28101,C56808187
28102,C1099877127
28103,C1483071000
28104,C298001152
28105,C207127955
28106,C1999867670
28107,C1179769626
28108,C137400138
28109,C60503425
28110,C190800978
28111,C1450869300
28112,C1856538290
28113,C351286887
28114,C1688911800
28115,C1846058296
28116,C1392760660
28117,C1423425802
28118,C1168410051
28119,C1617189369
28120,C957472195
28121,C1295124272
28122,C1798627339
28123,C1333643492
28124,C696958364
28125,C284310681
28126,C1938932985
28127,C43177791
28128,C1603605062
28129,C1228424493
28130,C912379921
28131,C948871943
28132,C1987629580
28133,C411710663
28134,C1389205106
28135,C1510955090
28136,C1715235345
28137,C1133817528
28138,C1315805384
28139,C1975031665
28140,C1189292920
28141,C1767431358
28142,C1827694735
28143,C420714941
28144,C1112734264
28145,C1559502947
28146,C108905171
28147,C436029896
28148,C869552782
28149,C93713281
28150,C2137664905
28151,C541088005
28152,C1650803923
28153,C1034098588
28154,C221376266
28155,C429591640
28156,C1676199159
28157,C594553509
28158,C829594327
28159,C227175340
28160,C1906700790
28161,C1432883543
28162,C1481713841
28163,C231734265
28164,C1232634290
28165,C1696372142
28166,C597074489
28167,C2021593630
28168,C1794545686
28169,C522064153
28170,C793631330
28171,C1454837637
28172,C1293727979
28173,C1852751643
28174,C282545738
28175,C1225802497
28176,C619027965
28177,C51238450
28178,C2088085453
28179,C1228985333
28180,C218024958
28181,C937290966
28182,C423716959
28183,C718771091
28184,C352267358
28185,C766024540
28186,C337230191
28187,C832038514
28188,C1345225372
28189,C2116674346
28190,C324528597
28191,C1836415154
28192,C2020716501
28193,C1568737303
28194,C1085527264
28195,C1978179153
28196,C2122592732
28197,C1883457881
28198,C1794085603
28199,C1535145803
28200,C1990626389
28201,C403062793
