FromAccount,ToAccount,Amount,IsFraud,IsCycleFraud
14857,64282,223083.98,0,0
14858,64283,1446926.32,0,0
14859,64284,181873.69,0,0
14860,64285,64518.95,0,0
14861,64286,411546.42,0,0
14862,64287,866616.42,0,0
14863,64288,1188919.86,0,0
14864,64289,1374965.4,0,0
14865,64290,119659.16,0,0
14866,64291,744055.97,0,0
14867,64292,118740.95,0,0
14868,64293,296459.57,0,0
14869,64294,329523.86,0,0
14870,64295,294137.55,0,0
14871,64296,110917.76,0,0
14872,64297,152977.36,0,0
14873,64298,424613.37,0,0
14874,64299,123800.59,0,0
14875,64300,364514.84,0,0
14876,64301,987954.68,0,0
14877,64302,2531886.81,0,0
14878,64303,681176.65,0,0
14879,64304,122242.98,0,0
14880,64305,192751.07,0,0
14881,64306,278346.43,0,0
14882,64307,507280.0,0,0
14883,63764,770963.32,0,0
14884,64308,1097459.3,0,0
14885,64309,607090.92,0,0
14886,64310,50988.56,0,0
14887,64311,97273.71,0,0
14888,64312,183740.24,0,0
14889,64313,580051.61,0,0
14890,64314,1091147.62,0,0
14891,64315,1000486.89,0,0
14892,64316,169850.82,0,0
14893,64317,775747.49,0,0
14894,64318,1029621.48,0,0
14895,62272,119451.25,0,0
14896,64319,5415490.41,0,0
14897,64320,178091.23,0,0
14898,64321,446091.47,0,0
14899,64322,1487956.77,0,0
14900,64323,655605.88,0,0
14901,64324,2811384.79,0,0
14902,64325,425731.31,0,0
14903,64326,330700.54,0,0
14904,64327,228501.71,0,0
14905,64328,349892.9,0,0
14906,64329,175888.77,0,0
14907,64330,923102.96,0,0
14908,64331,910643.29,0,0
14909,52982,694728.95,0,0
14910,64332,107948.01,0,0
14911,64333,353761.52,0,0
14912,64334,453407.88,0,0
14913,64335,526792.35,0,0
14914,64336,101069.98,0,0
14915,64337,775230.41,0,0
14916,51807,194034.88,0,0
14917,64338,2409706.99,0,0
14918,64339,1413946.21,0,0
14919,64340,427537.15,0,0
14920,64341,394536.65,0,0
14921,64342,453784.95,0,0
14922,64343,833236.53,0,0
14923,64344,130873.39,0,0
14924,64345,5951251.58,0,0
14925,64346,200856.42,0,0
14926,64347,713238.73,0,0
14927,64348,292354.88,0,0
14928,64349,657953.64,0,0
14929,64350,425417.02,0,0
14930,64351,799373.27,0,0
14931,64352,216754.36,0,0
14932,64353,1374877.76,0,0
14933,64354,418810.92,0,0
14934,64355,89733.9,0,0
14935,64356,2284539.84,0,0
14936,64357,1291024.48,0,0
14937,64358,73821.57,0,0
14938,64359,125107.4,0,0
14939,64360,179320.86,0,0
14940,64361,1158891.12,0,0
14941,63790,41089.73,0,0
14942,64362,258852.87,0,0
14943,64363,412547.07,0,0
14944,64364,2853146.7,0,0
14945,64365,394176.33,0,0
14946,64366,2171.89,0,0
14947,64367,229677.21,0,0
14948,64368,472469.19,0,0
14949,64369,236368.79,0,0
14950,64370,160497.5,0,0
14951,64371,2341790.63,0,0
14952,64372,319161.73,0,0
14953,64373,277062.74,0,0
14954,64374,521448.8,0,0
14955,64375,101040.55,0,0
14956,64376,375005.42,0,0
14957,64377,1274121.34,0,0
14958,64378,606018.36,0,0
14959,62898,71368.09,0,0
14960,64379,592496.71,0,0
14961,64380,83705.96,0,0
14962,64381,2046792.9,0,0
14963,64382,600073.5,0,0
14964,64383,119103.62,0,0
14965,64384,1164020.92,0,0
14966,64385,1891363.64,0,0
14967,64386,637837.82,0,0
14968,64387,178482.83,0,0
14969,64388,1102125.82,0,0
14970,64389,373339.84,0,0
14971,53039,408867.8,0,0
14972,64390,389984.82,0,0
14973,64391,487624.17,0,0
14974,64392,1654875.05,0,0
14975,64393,946287.82,0,0
14976,64394,409251.09,0,0
14977,64395,3033160.5,0,0
14978,64396,450726.61,0,0
14979,64397,107973.35,0,0
14980,64398,1499826.38,0,0
14981,64399,123703.91,0,0
14982,64400,594515.74,0,0
14983,64401,2666118.66,0,0
14984,64402,1721980.68,0,0
14985,64403,1354494.52,0,0
14986,64404,776506.83,0,0
14987,64405,303298.18,0,0
14988,64406,355022.68,0,0
14989,64407,218664.75,0,0
14990,64408,30118.75,0,0
14991,64409,1910940.11,0,0
14992,64410,3398028.14,0,0
14993,64411,697109.64,0,0
14994,64412,487591.24,0,0
14995,64413,377279.14,0,0
14996,64414,626824.56,0,0
14997,64415,487168.1,0,0
14998,64416,1038883.82,0,0
14999,64417,207585.33,0,0
15000,64418,402893.5,0,0
15001,64419,538056.62,0,0
15002,64420,49256.7,0,0
15003,64421,351157.55,0,0
15004,64422,305428.06,0,0
15005,64423,94107.98,0,0
15006,64424,663945.76,0,0
15007,64425,947454.43,0,0
15008,64426,559487.06,0,0
15009,64427,522566.26,0,0
15010,50351,2640756.78,0,0
15011,64428,1961401.54,0,0
15012,64429,1343222.2,0,0
15013,64430,81365.97,0,0
15014,64431,2029404.84,0,0
15015,64432,1507257.63,0,0
15016,64433,66317.69,0,0
15017,60353,1265529.91,0,0
15018,64434,1333232.86,0,0
15019,64435,604408.34,0,0
15020,64436,366413.2,0,0
15021,64437,1411267.33,0,0
15022,64438,754581.4,0,0
15023,64439,518903.46,0,0
15024,64440,883006.97,0,0
15025,64441,393290.96,0,0
15026,64442,1221489.73,0,0
15027,64443,173032.33,0,0
15028,54542,229108.19,0,0
15029,64444,2415961.9,0,0
15030,64445,125730.1,0,0
15031,64446,1281522.47,0,0
15032,64447,453655.64,0,0
15033,64448,10000000.0,0,0
15034,64449,667798.66,0,0
15035,64450,639378.0,0,0
15036,64451,1404929.54,0,0
15037,64452,90136.68,0,0
15038,64453,816637.23,0,0
15039,64454,16265.09,0,0
15040,64455,177268.79,0,0
15041,64456,563244.78,0,0
15042,64457,215390.03,0,0
15043,64458,251308.62,0,0
15044,55626,3396845.77,0,0
15045,64459,134347.68,0,0
15046,64460,140033.08,0,0
15047,52946,927274.28,0,0
15048,64461,266848.19,0,0
15049,64462,147304.85,0,0
15050,64463,292088.1,0,0
15051,64464,1428497.26,0,0
15052,64465,341902.26,0,0
15053,64466,371106.62,0,0
15054,64467,1981995.72,0,0
15055,64468,467382.17,0,0
15056,64469,207783.03,0,0
15057,64470,786227.32,0,0
15058,64471,154474.61,0,0
15059,64472,125773.61,0,0
15060,64473,1082916.91,0,0
15061,64474,409363.08,0,0
15062,64475,848521.93,0,0
15063,64476,283192.73,0,0
15064,64477,111730.36,0,0
15065,64478,2112457.03,0,0
15066,64479,354751.72,0,0
15067,64480,40701.37,0,0
15068,64481,815417.51,0,0
15069,64482,383726.45,0,0
15070,64483,698598.88,0,0
15071,64484,579935.59,0,0
15072,64485,577591.93,0,0
15073,64486,2517208.22,0,0
15074,64487,1909952.66,0,0
15075,64488,1161903.99,0,0
15076,64489,364897.32,0,0
15077,64490,693888.37,0,0
15078,64491,882388.98,0,0
15079,64492,240019.81,0,0
15080,64493,10906.38,0,0
15081,64494,177287.86,0,0
15082,64495,407920.46,0,0
15083,64496,367213.88,0,0
15084,64497,454362.93,0,0
15085,64498,126088.16,0,0
15086,63933,1208954.82,0,0
15087,64499,511086.25,0,0
15088,64500,882224.67,0,0
15089,64501,231109.78,0,0
15090,64502,304346.92,0,0
15091,64503,100132.32,0,0
15092,64504,133722.82,0,0
15093,64505,246716.7,0,0
15094,64506,21098.06,0,0
15095,64507,1155000.89,0,0
15096,64508,110623.68,0,0
15097,64509,358331.49,0,0
15098,64510,567546.41,0,0
15099,64511,312369.11,0,0
15100,52210,126215.76,0,0
15101,64512,125103.9,0,0
15102,54224,223487.57,0,0
15103,64513,104326.77,0,0
15104,64514,612898.93,0,0
15105,64515,969403.17,0,0
15106,64516,187945.81,0,0
15107,64517,645752.28,0,0
15108,64518,386316.79,0,0
15109,64519,70891.45,0,0
15110,64520,92819.27,0,0
15111,64521,962490.93,0,0
15112,64522,308075.99,0,0
15113,64523,416931.05,0,0
15114,64524,695291.78,0,0
15115,64525,885608.93,0,0
15116,64526,8761233.23,0,0
15117,64527,70712.8,0,0
15118,64528,17196.41,0,0
15119,64529,790577.31,0,0
15120,64530,547026.73,0,0
15121,64531,85842.16,0,0
15122,64532,833302.68,0,0
15123,64533,458492.57,0,0
15124,64534,726145.6,0,0
15125,64535,193302.44,0,0
15126,64536,29482.72,0,0
15127,64537,366859.88,0,0
15128,64538,71716.68,0,0
15129,64539,683423.49,0,0
15130,64540,1478628.05,0,0
15131,64541,428959.72,0,0
15132,60482,61509.02,0,0
15133,64542,74163.83,0,0
15134,64543,238371.74,0,0
15135,64544,200083.39,0,0
15136,64545,138666.62,0,0
15137,64546,308796.57,0,0
15138,64547,289541.51,0,0
15139,64548,704790.72,0,0
15140,64549,2489638.14,0,0
15141,64550,930494.86,0,0
15142,64551,214884.96,0,0
15143,64552,467979.87,0,0
15144,64553,299279.68,0,0
15145,56501,1225077.26,0,0
15146,64554,306687.81,0,0
15147,64555,320737.59,0,0
15148,64556,243969.88,0,0
15149,64557,519874.66,0,0
15150,64558,359643.91,0,0
15151,64559,105621.44,0,0
15152,64560,513298.36,0,0
15153,64561,340520.94,0,0
15154,64562,219175.41,0,0
15155,64563,1512563.75,0,0
15156,64564,50208.04,0,0
15157,64565,538456.62,0,0
15158,54996,2823233.67,0,0
15159,64566,557679.89,0,0
15160,64567,195687.25,0,0
15161,64568,1828904.82,0,0
15162,64569,2854322.64,0,0
15163,64570,366897.5,0,0
15164,56054,353157.51,0,0
15165,64571,2427281.99,0,0
15166,64572,361087.93,0,0
15167,64573,1963177.92,0,0
15168,64574,911003.48,0,0
15169,64575,1044450.95,0,0
15170,64576,264556.29,0,0
15171,64577,22990.73,1,0
15172,64578,3591107.93,0,0
15173,64579,2841709.64,0,0
15174,64580,1045092.13,0,0
15175,64581,62382.38,0,0
15176,64582,1304679.16,0,0
15177,64583,1698598.26,0,0
15178,64584,823257.3,0,0
15179,64585,148327.7,0,0
15180,64586,1445492.55,0,0
15181,64587,78401.8,0,0
15182,64588,2826087.61,0,0
15183,64589,2698434.24,0,0
15184,64590,890769.72,0,0
15185,64591,749566.05,0,0
15186,64592,11133.21,0,0
15187,64593,146127.1,1,0
15188,64594,2655262.11,0,0
15189,64595,349307.14,0,0
15190,64596,337621.16,0,0
15191,64597,498561.89,0,0
15192,64598,1203474.62,0,0
15193,64599,896364.91,0,0
15194,64600,268474.66,0,0
15195,59385,510465.91,0,0
15196,64601,571420.44,0,0
15197,64602,285569.63,0,0
15198,64603,185664.23,0,0
15199,64604,229538.46,0,0
15200,64605,159465.55,0,0
15201,64606,67874.59,0,0
15202,64607,126053.66,0,0
15203,64608,1664293.87,0,0
15204,53401,13991.56,0,0
15205,64609,661874.59,0,0
15206,64610,12741006.72,0,0
15207,64611,202810.73,0,0
15208,64612,305701.19,0,0
15209,64613,20478.66,0,0
15210,64614,997.98,0,0
15211,64615,584827.62,0,0
15212,64616,835491.39,0,0
15213,64617,870889.96,0,0
15214,64618,21298.1,0,0
15215,64619,21892.23,0,0
15216,64620,1116722.39,0,0
15217,64621,1818322.01,0,0
15218,64622,393926.97,0,0
15219,64623,445599.38,0,0
15220,64624,538754.45,0,0
15221,64625,382453.37,0,0
15222,64626,1015219.09,0,0
15223,64627,1145200.1,0,0
15224,64628,365779.51,0,0
15225,64629,262116.75,0,0
15226,64630,771721.56,0,0
15227,64631,1435659.48,0,0
15228,64632,722299.82,0,0
15229,64633,190714.78,0,0
15230,64634,380137.25,0,0
15231,64635,64041.0,0,0
15232,64636,325481.83,0,0
15233,64637,338381.81,0,0
15234,64638,550164.26,0,0
15235,64639,1156543.58,0,0
15236,64640,818873.33,0,0
15237,64641,2095801.52,0,0
15238,64642,286655.45,0,0
15239,64643,1327987.93,0,0
15240,64644,250747.47,0,0
15241,64645,32460.61,0,0
15242,64646,83142.12,0,0
15243,64647,2138429.3,0,0
15244,64648,4892680.66,0,0
15245,57658,304077.28,0,0
15246,64649,450859.41,0,0
15247,64650,538889.78,0,0
15248,64651,240464.33,0,0
15249,64652,1204286.49,0,0
15250,64653,48797.48,0,0
15251,64654,464339.99,0,0
15252,64655,1100114.13,0,0
15253,64656,52979.06,0,0
15254,64657,645305.83,0,0
15255,64658,924814.71,0,0
15256,64659,794136.01,0,0
15257,64660,30186.68,0,0
15258,64661,357110.57,0,0
15259,59279,1202575.21,0,0
15260,64662,163678.43,0,0
15261,64663,1874221.73,0,0
15262,64664,507646.27,0,0
15263,64665,5471021.62,0,0
15264,57620,7611246.35,0,0
15265,64666,169970.57,0,0
15266,64667,438327.72,0,0
15267,64668,8037496.75,0,0
15268,64669,611604.45,0,0
15269,64670,331977.66,0,0
15270,64671,104198.97,0,0
15271,64672,262409.17,0,0
15272,64673,331646.51,0,0
15273,64674,1065787.82,1,0
15274,64675,28710.24,0,0
15275,64676,93551.19,0,0
15276,64677,83028.21,0,0
15277,64678,400037.22,0,0
15278,64679,257157.16,0,0
15279,64680,246419.13,0,0
15280,64681,477255.7,0,0
15281,64682,683298.4,0,0
15282,64683,320153.22,0,0
15283,64684,243248.49,0,0
15284,64685,207300.05,0,0
15285,64686,1193124.07,0,0
15286,64687,64590.56,0,0
15287,64688,658729.61,0,0
15288,64689,1852714.4,0,0
15289,64690,804774.85,0,0
15290,64691,768383.16,0,0
15291,64692,485399.93,0,0
15292,64693,2651855.34,0,0
15293,64694,288645.03,0,0
15294,58765,1633413.69,0,0
15295,64695,1494144.73,0,0
15296,64696,379975.21,0,0
15297,64697,1108121.99,0,0
15298,64698,502429.71,0,0
15299,64699,1106426.12,0,0
15300,64700,337354.54,0,0
15301,64701,1625909.52,0,0
15302,64702,233526.04,0,0
15303,64703,3920165.16,0,0
15304,64704,398822.7,0,0
15305,64705,39588.42,0,0
15306,64706,547024.37,0,0
15307,64707,50843.69,0,0
15308,64708,1480366.19,0,0
15309,64709,2996.46,0,0
15310,64710,126677.38,0,0
15311,64711,201114.73,0,0
15312,64712,2512949.78,0,0
15313,64713,931966.55,0,0
15314,64714,37940.16,0,0
15315,64715,170299.48,0,0
15316,64716,512166.01,0,0
15317,51555,818534.2,0,0
15318,64717,881470.93,0,0
15319,64718,134375.27,0,0
15320,64719,3922232.46,0,0
15321,64720,18616168.93,0,0
15322,64721,141609.61,0,0
15323,64722,249757.85,0,0
15324,64723,77681.44,0,0
15325,64724,172559.77,0,0
15326,64725,448312.44,0,0
15327,61685,487167.38,0,0
15328,64726,1714470.01,0,0
15329,64727,199061.58,0,0
15330,64728,1188650.33,0,0
15331,64729,10373558.89,0,0
15332,64730,703914.43,0,0
15333,50401,1220312.59,0,0
15334,64731,5826203.22,0,0
15335,64732,274980.13,0,0
15336,64733,2646029.52,0,0
15337,64734,428838.11,0,0
15338,64735,316235.41,0,0
15339,64736,406821.93,0,0
15340,64737,972180.08,0,0
15341,64738,333345.74,0,0
15342,64739,335873.62,0,0
15343,64740,10000000.0,0,0
15344,64741,368926.99,0,0
15345,64742,137707.55,0,0
15346,64743,1120886.15,0,0
15347,64744,405016.77,0,0
15348,64745,455424.68,0,0
15349,64746,314968.01,0,0
15350,64747,46280.92,0,0
15351,64748,800913.29,0,0
15352,63007,757432.15,0,0
15353,55564,348791.16,0,0
15354,64749,821368.69,0,0
15355,64750,736760.78,0,0
15356,55971,419331.9,0,0
15357,64751,2562214.98,0,0
15358,64752,1295045.01,0,0
15359,64753,335856.85,0,0
15360,64754,343435.94,0,0
15361,64755,405806.9,0,0
15362,64756,433196.55,0,0
15363,64757,236594.47,0,0
15364,64758,817752.61,0,0
15365,64759,148040.92,0,0
15366,64760,1401163.21,0,0
15367,64761,27303.2,0,0
15368,64762,294050.68,0,0
15369,64763,9196808.11,0,0
15370,64764,1273426.92,0,0
15371,64765,768810.05,0,0
15372,64766,2397950.01,0,0
15373,58815,755014.04,0,0
15374,64767,175802.94,0,0
15375,64768,450936.82,0,0
15376,64769,131449.17,0,0
15377,64770,127654.4,0,0
15378,64771,270807.41,0,0
15379,53856,75669.0,0,0
15380,64772,186948.78,0,0
15381,64773,2469700.4,0,0
15382,64774,256315.74,0,0
15383,64775,1063403.14,0,0
15384,64776,1140001.72,0,0
15385,64777,402534.76,0,0
15386,64778,166189.09,0,0
15387,64779,219300.76,1,0
15388,64780,191317.65,0,0
15389,51093,359618.35,0,0
15390,64781,738191.89,0,0
15391,64782,550598.26,0,0
15392,64783,634788.44,0,0
15393,64784,1410532.81,0,0
15394,64785,1599567.79,0,0
15395,64786,147268.21,0,0
15396,64787,20317.85,0,0
15397,64788,4089149.47,0,0
15398,64789,176190.03,0,0
15399,64790,130818.86,0,0
15400,64791,51197.96,0,0
15401,64792,524623.33,0,0
15402,62877,178211.33,0,0
15403,64793,254905.47,0,0
15404,64794,2777835.33,0,0
15405,64795,158879.1,1,0
15406,64796,81131.67,0,0
15407,64797,205045.91,0,0
15408,64798,885589.97,0,0
15409,64799,284533.2,0,0
15410,64800,353249.95,0,0
15411,64801,894722.85,0,0
15412,64802,1707669.41,0,0
15413,64803,2421848.77,0,0
15414,64804,477316.07,0,0
15415,64805,799291.67,0,0
15416,64806,254978.51,0,0
15417,64807,1099183.49,0,0
15418,55791,381762.93,0,0
15419,64808,268487.8,0,0
15420,64809,113365.15,0,0
15421,64810,341344.09,0,0
15422,64811,502967.22,0,0
15423,64812,1534009.91,0,0
15424,64813,142517.33,0,0
15425,64814,335872.08,0,0
15426,64815,704144.17,0,0
15427,64816,2391881.53,0,0
15428,64817,670288.92,0,0
15429,64818,534112.92,0,0
15430,64819,1159198.76,0,0
15431,64820,3758715.68,0,0
15432,64821,742573.87,0,0
15433,64822,2240379.57,0,0
15434,64823,10000000.0,0,0
15435,64824,277276.85,0,0
15436,64825,21051.14,0,0
15437,64826,297119.72,0,0
15438,64827,3016187.49,0,0
15439,64828,645716.91,0,0
15440,64829,140437.82,0,0
15441,64830,990079.16,0,0
15442,64831,730426.28,0,0
15443,64832,609827.83,0,0
15444,64833,274906.28,0,0
15445,64834,4383237.04,0,0
15446,64835,26917.04,0,0
15447,64836,522804.14,0,0
15448,64837,10000000.0,0,0
15449,61205,252712.56,0,0
15450,64838,367350.88,0,0
15451,64839,916911.46,0,0
15452,64840,25445.13,0,0
15453,64841,53874.82,0,0
15454,63673,2145086.77,0,0
15455,64842,1123385.01,0,0
15456,64843,176697.51,0,0
15457,57137,356082.46,0,0
15458,64844,288080.69,0,0
15459,64845,216351.05,1,0
15460,64846,54162.77,0,0
15461,64847,262187.74,0,0
15462,64848,767336.33,0,0
15463,64849,483224.46,0,0
15464,64850,73448.26,0,0
15465,64851,501503.24,0,0
15466,64852,268962.86,0,0
15467,64853,1315816.83,0,0
15468,58017,46806.46,0,0
15469,64854,436564.62,0,0
15470,55139,401385.19,0,0
15471,55219,861019.62,0,0
15472,64855,662897.13,0,0
15473,64856,1873277.91,0,0
15474,64857,852548.19,0,0
15475,64858,387641.71,0,0
15476,64859,272902.25,0,0
15477,64860,1391908.84,0,0
15478,64861,25853.09,0,0
15479,64862,204375.14,0,0
15480,64863,957942.29,0,0
15481,64864,442431.29,0,0
15482,64865,249713.02,0,0
15483,64866,302967.87,0,0
15484,64867,436956.53,0,0
15485,64868,1624916.22,0,0
15486,64869,30962.17,0,0
15487,64870,82469.97,0,0
15488,64871,2139954.75,0,0
15489,64872,1966509.9,0,0
15490,64873,16870.89,0,0
15491,64874,35267.3,0,0
15492,64875,247977.96,0,0
15493,64876,599780.87,0,0
15494,64877,384234.88,0,0
15495,64878,261006.22,0,0
15496,64879,548298.5,0,0
15497,64880,338095.93,0,0
15498,64881,364.63,0,0
15499,64882,2366281.47,0,0
15500,64883,701812.03,0,0
15501,64884,165061.9,0,0
15502,64885,1837099.9,0,0
15503,64886,480823.31,0,0
15504,53294,272709.33,0,0
15505,64887,251826.51,0,0
15506,64888,360588.6,0,0
15507,64889,184088.85,0,0
15508,64890,380744.58,0,0
15509,64891,13673099.17,0,0
15510,60472,1065355.19,0,0
15511,64892,88135.53,0,0
15512,64893,6595853.2,0,0
15513,64894,44514.73,0,0
15514,64895,393033.44,0,0
15515,64896,147106.48,0,0
15516,64897,421790.76,0,0
15517,64898,398686.83,0,0
15518,64899,271802.33,0,0
15519,64900,66339.0,0,0
15520,64901,417208.4,0,0
15521,64902,131899.17,0,0
15522,64903,449862.67,0,0
15523,64904,570727.08,0,0
15524,64905,159420.4,0,0
15525,64906,1003956.66,0,0
15526,64907,1389133.05,0,0
15527,64908,624864.18,0,0
15528,64909,635150.22,0,0
15529,64910,304634.98,0,0
15530,64911,38087.27,0,0
15531,64912,1012106.87,0,0
15532,64913,979578.67,0,0
15533,64914,1045620.62,0,0
15534,64915,1169819.43,0,0
15535,64916,731386.96,0,0
15536,64917,551021.41,0,0
15537,64918,935973.74,0,0
15538,64919,2840181.9,0,0
15539,64920,87575.62,0,0
15540,64921,868527.82,0,0
15541,64922,250212.98,0,0
15542,64923,933364.44,0,0
15543,64924,66198.4,0,0
15544,64925,496237.34,0,0
15545,64926,273505.4,0,0
15546,64927,754728.8,0,0
15547,64928,34756.84,0,0
15548,55063,671050.45,0,0
15549,64929,692771.47,0,0
15550,64930,737960.86,0,0
15551,64931,746650.66,0,0
15552,64932,278311.82,0,0
15553,64933,64554.74,0,0
15554,64934,942899.23,0,0
15555,64935,166599.19,0,0
15556,64936,741963.19,0,0
15557,64937,84836.74,0,0
15558,64938,566844.78,0,0
15559,64939,493500.58,0,0
15560,64940,136301.84,0,0
15561,64941,374613.27,0,0
15562,64942,2552832.68,0,0
15563,64943,1091918.48,0,0
15564,64944,415440.75,0,0
15565,64945,796801.65,0,0
15566,64946,656099.05,0,0
15567,64947,9518098.0,0,0
15568,64948,209004.29,0,0
15569,64949,1264622.56,0,0
15570,64950,40131.14,0,0
15571,54627,135542.17,0,0
15572,64951,270666.06,0,0
15573,64952,1517320.35,0,0
15574,64953,31438.96,0,0
15575,64954,626869.61,0,0
15576,64955,3487432.52,0,0
15577,64956,1539237.45,0,0
15578,64957,194517.61,0,0
15579,64958,381574.35,0,0
15580,64959,518840.72,0,0
15581,64960,848769.16,0,0
15582,64961,196454.46,0,0
15583,64962,716677.67,0,0
15584,64963,714512.71,0,0
15585,64964,330340.92,0,0
15586,64965,67749.37,0,0
15587,64966,331349.94,0,0
15588,64967,391712.42,0,0
15589,64968,361405.19,0,0
15590,50123,329193.48,0,0
15591,64969,307781.48,0,0
15592,64970,437759.41,0,0
15593,52596,355624.54,0,0
15594,64971,61276.15,0,0
15595,63461,1273234.79,0,0
15596,64972,526885.55,0,0
15597,64973,882302.43,0,0
15598,52285,333348.79,0,0
15599,64974,616800.09,0,0
15600,64975,365894.2,0,0
15601,64976,1123701.79,0,0
15602,64977,784552.64,0,0
15603,64978,654942.64,0,0
15604,64979,886623.54,0,0
15605,64980,994718.64,0,0
15606,64981,2087117.29,0,0
15607,64982,383806.72,0,0
15608,64983,573848.03,0,0
15609,64984,408619.72,0,0
15610,64985,1415865.33,0,0
15611,64986,540144.1,0,0
15612,64987,182439.67,0,0
15613,64988,172891.71,0,0
15614,64989,262193.8,0,0
15615,63313,784311.64,0,0
15616,64990,1111419.94,0,0
15617,64991,44188.54,0,0
15618,64992,25121.15,0,0
15619,64993,1574604.1,0,0
15620,61116,148972.38,0,0
15621,64994,184863.23,0,0
15622,64995,456808.63,0,0
15623,64996,330.96,0,0
15624,64997,1366447.67,0,0
15625,64998,41853.14,0,0
15626,64999,538003.12,0,0
15627,65000,1230138.93,0,0
15628,65001,350583.84,0,0
15629,65002,8554803.44,0,0
15630,65003,4288786.06,0,0
15631,65004,441528.37,0,0
15632,65005,198928.25,0,0
15633,65006,88517.79,0,0
15634,65007,399009.99,0,0
15635,65008,3779593.79,0,0
15636,65009,433178.07,0,0
15637,65010,145704.12,0,0
15638,65011,682539.09,0,0
15639,65012,1030767.74,0,0
15640,65013,604810.02,0,0
15641,65014,3132679.3,0,0
15642,65015,457876.26,0,0
15643,65016,70035.98,0,0
15644,65017,218170.92,0,0
15645,65018,1580772.14,0,0
15646,59770,59936.3,0,0
15647,65019,649284.37,0,0
15648,65020,465422.08,0,0
15649,65021,449162.61,0,0
15650,65022,24995.73,0,0
15651,65023,1220493.06,0,0
15652,65024,819788.55,0,0
15653,65025,845406.04,0,0
15654,65026,576269.66,0,0
15655,65027,3827.44,0,0
15656,65028,290900.9,0,0
15657,65029,63923.45,0,0
15658,65030,769739.29,0,0
15659,65031,2358606.99,0,0
15660,65032,30257.82,0,0
15661,65033,417099.2,0,0
15662,65034,654632.08,0,0
15663,65035,1006750.27,0,0
15664,65036,293457.02,0,0
15665,65037,417725.93,0,0
15666,65038,561218.97,0,0
15667,57970,1038577.44,0,0
15668,65039,354936.84,0,0
15669,65040,742393.37,0,0
15670,65041,306758.12,0,0
15671,65042,129441.89,0,0
15672,65043,80662.29,0,0
15673,65044,1678386.84,0,0
15674,65045,586541.02,0,0
15675,65046,2268203.01,0,0
15676,65047,419158.55,0,0
15677,65048,179035.24,0,0
15678,65049,805685.49,0,0
15679,65050,1997167.2,0,0
15680,58762,137078.82,0,0
15681,65051,262400.67,0,0
15682,65052,212245.33,0,0
15683,65053,1281948.23,0,0
15684,65054,965529.92,0,0
15685,53085,223311.0,0,0
15686,65055,1011063.51,0,0
15687,65056,128504.85,0,0
15688,65057,955367.94,0,0
15689,65058,418912.19,0,0
15690,65059,118917.28,0,0
15691,65060,61966.82,0,0
15692,65061,613967.2,0,0
15693,65062,38887.73,0,0
15694,65063,1469909.22,0,0
15695,52041,2270475.05,0,0
15696,65064,297947.19,0,0
15697,61590,725846.26,0,0
15698,65065,1270714.24,0,0
15699,65066,69822.57,0,0
15700,65067,299556.48,0,0
15701,65068,772227.06,0,0
15702,65069,435788.42,0,0
15703,65070,267131.93,0,0
15704,65071,176769.0,0,0
15705,65072,187942.61,0,0
15706,65073,269450.68,0,0
15707,65074,1053891.65,0,0
15708,54831,1055717.36,0,0
15709,65075,879302.59,0,0
15710,65076,313630.12,0,0
15711,65077,61962.92,0,0
15712,65078,956173.68,0,0
15713,65079,302042.38,0,0
15714,65080,155147.79,0,0
15715,65081,689603.06,0,0
15716,65082,2598980.38,0,0
15717,65083,57952.73,0,0
15718,65084,271764.19,0,0
15719,65085,374862.43,0,0
15720,65086,660069.43,0,0
15721,65087,12043.65,0,0
15722,65088,429719.77,0,0
15723,65089,658964.63,0,0
15724,65090,106828.75,0,0
15725,58736,2397230.18,0,0
15726,65091,770079.64,0,0
15727,65092,774118.52,0,0
15728,65093,330621.77,0,0
15729,65094,119525.39,0,0
15730,65095,101408.84,1,0
15731,65096,198467.53,0,0
15732,64092,1343064.12,0,0
15733,54582,179500.87,0,0
15734,65097,183471.85,0,0
15735,65098,793264.91,0,0
15736,65099,1000858.49,0,0
15737,65100,804135.93,0,0
15738,65101,573817.28,0,0
15739,65102,153430.78,0,0
15740,65103,320753.4,0,0
15741,65104,625594.62,0,0
15742,65105,2672435.16,0,0
15743,65106,485139.93,0,0
15744,65107,829028.25,0,0
15745,65108,319919.39,0,0
15746,65109,31540.57,0,0
15747,65110,2970090.08,0,0
15748,65111,205020.29,0,0
15749,65112,96425.01,0,0
15750,65113,762562.63,0,0
15751,65114,2774.56,0,0
15752,65115,1731045.13,0,0
15753,61880,1074755.95,0,0
15754,65116,1275246.44,0,0
15755,65117,997704.09,0,0
15756,65118,87598.42,0,0
15757,65119,658220.41,0,0
15758,65120,315297.9,0,0
15759,65121,924821.4,0,0
15760,65122,131316.6,0,0
15761,65123,1853071.83,0,0
15762,65124,4272.48,0,0
15763,65125,430698.8,0,0
15764,65126,682273.85,0,0
15765,53995,231031.13,0,0
15766,65127,199365.92,0,0
15767,65128,4563198.17,0,0
15768,50463,898732.01,0,0
15769,65129,526116.32,0,0
15770,65130,646947.33,0,0
15771,65131,755403.29,0,0
15772,65132,7685233.25,0,0
15773,65133,50456.51,0,0
